rxcui,generic_name,has_label,product_type,indications_and_usage,matched_disorders
6373,levonorgestrel,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Iclevia TM (levonorgestrel and ethinyl estradiol tablets) is indicated for use by females of reproductive potential to prevent pregnancy. Iclevia is a combination of levonorgestrel, a progestin, and ethinyl estradiol, an estrogen, indicated for use by females of reproductive potential to prevent pregnancy. ( 1 )",
700810,lisdexamfetamine,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Lisdexamfetamine dimesylate capsules are indicated for the treatment of: Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older [see Clinical Studies (14.1) ] Moderate to severe binge eating disorder (BED) in adults [see Clinical Studies (14.2) ] . Lisdexamfetamine dimesylate capsules are a central nervous system (CNS) stimulant indicated for the treatment of ( 1 ): Attention Deficit Hyperactivity Disorder (ADHD) in adults and pediatric patients 6 years and older Moderate to severe binge eating disorder (BED) in adults Limitations of Use : The use of lisdexamfetamine dimesylate capsules is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage ( 5.5 , 8.4 ) Lisdexamfetamine dimesylate capsules are not indicated for weight loss. Use of other sympathomimetic drugs for weight loss has been associated with serious cardiovascular adverse events. The safety and effectiveness of lisdexamfetamine dimesylate capsules for the treatment of obesity have not been established ( 5.2 ) Limitations of Use: The use of lisdexamfetamine dimesylate capsules is not recommended in pediatric patients younger than 6 years of age because they had higher plasma exposure and a higher incidence of adverse reactions (e.g., weight loss) than patients 6 years and older at the same dosage [see Warnings and Precautions (5.5) , Use in Specific Populations (8.4) ] . Lisdexamfetamine dimesylate capsules are not indicated or recommended for weight loss. Use of other sympathomimetic drugs for weight loss has been associated with serious cardiovascular adverse events. The safety and effectiveness of lisdexamfetamine dimesylate capsules for the treatment of obesity have not been established [see Warnings and Precautions (5.2) ] .",ADHD; Binge Eating Disorder
6448,lithium,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: • Treatment of acute manic and mixed episodes in patients 7 years and older [see Clinical Studies ( 14 )] • Maintenance treatment in patients 7 years and older [see Clinical Studies ( 14 )] Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: • Treatment of acute manic and mixed episodes in patients 7 years and older ( 1 ) • Maintenance treatment in patients 7 years and older ( 1 ),Bipolar Disorder
746070,lithium aspartate,False,,,
42351,lithium carbonate,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: • Treatment of acute manic and mixed episodes in patients 7 years and older [see Clinical Studies ( 14 )] • Maintenance treatment in patients 7 years and older [see Clinical Studies ( 14 )] Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: • Treatment of acute manic and mixed episodes in patients 7 years and older ( 1 ) • Maintenance treatment in patients 7 years and older ( 1 ),Bipolar Disorder
52105,lithium citrate,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Lithium is a mood stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: Treatment of acute manic and mixed episodes in patients 7 years and older [see Clinical Studies (14) ] Maintenance treatment in patients 7 years and older [see Clinical Studies (14) ] Lithium is a mood-stabilizing agent indicated as monotherapy for the treatment of bipolar I disorder: Treatment of acute manic and mixed episodes in patients 7 years and older ( 1 ) Maintenance treatment in patients 7 years and older ( 1 ),Bipolar Disorder
28863,lofexidine,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE Lofexidine tablets are indicated for mitigation of opioid withdrawal symptoms to facilitate abrupt opioid discontinuation in adults. Lofexidine tablets are a central alpha-2 adrenergic agonist indicated for mitigation of opioid withdrawal symptoms to facilitate abrupt opioid discontinuation in adults. ( 1 ),
2569562,lonapegsomatropin,True,HUMAN PRESCRIPTION DRUG,1 INDICATIONS AND USAGE SKYTROFA (lonapegsomatropin-tcgd) is a human growth hormone indicated for the: Treatment of pediatric patients 1 year and older who weigh at least 11.5 kg and have growth failure due to inadequate secretion of endogenous growth hormone (GH). Replacement of endogenous growth hormone in adults with growth hormone deficiency (GHD). SKYTROFA is a human growth hormone indicated for: Pediatric Patients: Treatment of pediatric patients 1 year and older who weigh at least 11.5 kg and have growth failure due to inadequate secretion of endogenous growth hormone (GH) ( 1 ). Adults: Replacement of endogenous growth hormone in adults with growth hormone deficiency (GHD) ( 1 ).,
6470,lorazepam,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Lorazepam tablets are indicated for the management of anxiety disorders or for the short-term relief of the symptoms of anxiety or anxiety associated with depressive symptoms. Anxiety or tension associated with the stress of everyday life usually does not require treatment with an anxiolytic. The effectiveness of lorazepam tablets in long-term use, that is, more than 4 months, has not been assessed by systematic clinical studies. The physician should periodically reassess the usefulness of the drug for the individual patient.",
28894,lormetazepam,False,,,
6475,loxapine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Loxapine Capsules, USP are indicated for the treatment of schizophrenia. The efficacy of loxapine in schizophrenia was established in clinical studies which enrolled newly hospitalized and chronically hospitalized acutely ill schizophrenic patients as subjects.",Schizophrenia
2275602,lumateperone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE CAPLYTA is indicated for: Treatment of schizophrenia in adults [see Clinical Studies (14.1) ] . Treatment of depressive episodes associated with bipolar I or II disorder (bipolar depression) in adults, as monotherapy and as adjunctive therapy with lithium or valproate [see Clinical Studies (14.2) ] . Adjunctive therapy with antidepressants for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies ( 14.3 ) ]. CAPLYTA is an atypical antipsychotic indicated for: Treatment of schizophrenia in adults. ( 1 ) Treatment of depressive episodes associated with bipolar I or II disorder (bipolar depression) in adults, as monotherapy and as adjunctive therapy with lithium or valproate. ( 1 ) Adjunctive therapy with antidepressants for the treatment of major depressive disorder (MDD) in adults. ( 1 )",Major Depressive Disorder; Bipolar Disorder; Schizophrenia
1040028,lurasidone,True,HUMAN PRESCRIPTION DRUG,"1 INDICATIONS AND USAGE Lurasidone hydrochloride tablets are indicated for: • Treatment of adult and adolescent patients (13 to 17 years) with schizophrenia [see Clinical Studies ( 14.1 )] . • Monotherapy treatment of adult and pediatric patients (10 to 17 years) with major depressive episode associated with bipolar I disorder (bipolar depression) [see Clinical Studies ( 14.2 )]. • Adjunctive treatment with lithium or valproate in adult patients with major depressive episode associated with bipolar I disorder (bipolar depression) [see Clinical Studies ( 14.2 )]. Lurasidone hydrochloride tablets are an atypical antipsychotic indicated for the treatment of: • Schizophrenia in adults and adolescents (13 to 17 years) ( 1 , 14.1 ) • Depressive episode associated with Bipolar I Disorder (bipolar depression) in adults and pediatric patients (10 to 17 years) as monotherapy ( 1 , 14.2 ) • Depressive episode associated with Bipolar I Disorder (bipolar depression) in adults as adjunctive therapy with lithium or valproate ( 1 , 14.2 )",Bipolar Disorder; Schizophrenia
52356,magnesium citrate,True,HUMAN OTC DRUG,Uses: • For relief of occasional constipation (irregularity). • Generally produces bowel movement in ½ to 6 hours,
6646,maprotiline,False,,,
6664,mazindol,False,,,
6673,mecamylamine,True,HUMAN PRESCRIPTION DRUG,INDICATIONS AND USAGE For the management of moderately severe to severe essential hypertension and in uncomplicated cases of malignant hypertension.,
29421,mecobalamin,False,,,
6680,medazepam,False,,,
6694,mefloquine,True,HUMAN PRESCRIPTION DRUG,"INDICATIONS AND USAGE Treatment of Acute Malaria Infections Mefloquine hydrochloride tablets are indicated for the treatment of mild to moderate acute malaria caused by mefloquine-susceptible strains of P. falciparum (both chloroquine-susceptible and resistant strains) or by Plasmodium vivax. There are insufficient clinical data to document the effect of mefloquine in malaria caused by P. ovale or P. malariae. Note: Patients with acute P. vivax malaria, treated with mefloquine, are at high risk of relapse because mefloquine does not eliminate exoerythrocytic (hepatic phase) parasites. To avoid relapse, after initial treatment of the acute infection with mefloquine, patients should subsequently be treated with an 8-aminoquinoline derivative (e.g., primaquine). Prevention of Malaria Mefloquine hydrochloride tablets are indicated for the prophylaxis of P. falciparum and P. vivax malaria infections, including prophylaxis of chloroquine-resistant strains of P. falciparum.",
